PMID	Mesh	Concept	TREE
12738200	beta 2-Microglobulin	D001613	D12.776.124.790.223.100;D12.776.377.715.182.100
12738200	Environmental Pollution	D004787	N06.850.460
12738200	Regression Analysis	D012044	E05.318.740.750;N05.715.360.750.695;N06.850.520.830.750
12738200	Epidemiological Study	D016021	E05.318.760.500;N05.715.360.775.175;N06.850.520.450.500
12738200	Blood Tests	D006403	E01.370.225.625;E05.200.625
8056207	Pregnancy	D011247	G08.686.785.760.769
8056207	Male	D008297	C0024554
8056207	Female	D005260	C0015780
8056207	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
8056207	Rats	D051381	C0034721
8056207	Mice	D051379	C0026809
8056207	Animals	D000818	C0003062
8056207	metribuzin	C009235	C0066474
8056207	metolachlor	C051786	C0066468
8056207	Litter Size	D008098	G08.686.530;G08.686.785.760.769.498.300
8056207	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
8056207	Fertilizers	D005308	D27.720.031.400
8056207	Atrazine	D001280	D03.383.931.247
8056207	Drinking Water	D060766	D01.455.900.300;D01.650.550.925.199;J02.200.418
8056207	cyanazine	C007168	C0056648
8056207	Simazine	D012839	D03.383.931.819
8056207	Ethylene Dibromide	D015946	D02.455.526.368.225
8056207	Aldicarb	D000448	D02.241.081.251.046
8056207	alachlor	C000188	C0051051
8056207	propylene dichloride	C004765	C0072223
8056207	Ammonium Compounds	D064751	D01.625.062
8056207	Fetal Weight	D020567	C23.888.144.300;E01.370.600.115.100.160.120.300;E05.041.124.160.750.300;G07.100.100.160.120.300;G07.700.320.249.314.120.300;G07.700.320.500.325.235.937;G08.686.280
8056207	Drinking	D004326	G07.610.593.260.249;G07.700.620.260.249;G10.261.326.240.249
8056207	1,2-dibromo-3-chloropropane	C007318	C0043801
8056207	Maximum Tolerated Dose	D020714	E05.940.481;G07.690.570
8056207	Propylene Glycol	D019946	D02.033.455.706.725
8056207	Incidence	D015994	E05.318.308.985.525.375;L01.280.975.525.375;N01.224.935.597.500;N06.850.505.400.975.525.375;N06.850.520.308.985.525.375
8056207	Iowa	D007484	Z01.107.567.875.510.370
8056207	Triazines	D014227	D03.383.931
8056207	Acetamides	D000081	D02.065.064;D02.241.081.018.110
8056207	Reproduction	D012098	G08.686.785.760
8056207	Fertility	D005298	G08.686.210
8056207	Propane	D011407	D02.455.326.146.800
8056207	Pesticides	D010575	D27.720.031.700;D27.720.723;D27.888.723
8056207	Sperm	D013094	A05.360.490.890;A11.497.760
8056207	Breeding	D001947	E05.820.150;G05.355.090
8056207	Spermatogenesis	D013091	G04.299.151.650.624;G08.686.785.760.310.760
8056207	Ground-Water	D060587	G01.311.355
8056207	Agriculture	D000383	J01.040
8056207	California	D002140	C0006754
22201550	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
22201550	Male	D008297	C0024554
22201550	Rats	D051381	C0034721
22201550	Animals	D000818	C0003062
22201550	Substantia Nigra	D013378	A08.186.211.132.659.822.731;A08.186.211.653.822.731
22201550	Tyrosine 3-Monooxygenase	D014446	D08.811.682.690.708.923;D12.776.556.579.374.925
22201550	Dopamine Plasma Membrane Transport Proteins	D050483	D12.776.157.530.450.625.124;D12.776.157.530.562.374.500.500;D12.776.543.585.450.625.124;D12.776.543.585.562.374.500.500
22201550	Trichloroethylene	D014241	D02.455.526.439.939
22201550	Parkinson Disease	D010300	C10.228.140.079.862.500;C10.228.662.600.400;C10.574.812
22201550	Dopamine Receptor	D011954	D12.776.543.750.070.300.400;D12.776.543.750.100.150.400;D12.776.543.750.720.300.300.400
22201550	Corpus Striatum	D003342	A08.186.211.730.885.287.249.487
22201550	Neostriatum	D017072	A08.186.211.730.885.287.249.487.550
22201550	Rats, Inbred F344	D011916	B01.050.050.157.760.200;B01.050.050.199.520.760.200;B01.050.150.900.649.865.635.505.700.400.200
22201550	Mild Traumatic Brain Injury	D001930	C10.228.140.199;C10.900.300.087;C26.260.118;C26.915.300.200
22201550	Neurons	D009474	A08.663;A11.671
22201550	Mitochondria	D008928	A11.284.430.214.190.875.564;A11.284.835.626
22201550	Cell Death	D016923	G04.299.139
18762967	Styrene	D020058	D02.455.426.559.389.150.750.800
18762967	phenylglyoxylic acid	C012482	C0070679
18762967	Odds Ratio	D016017	E05.318.740.600.600;G17.680.500;N05.715.360.750.625.590;N06.850.520.830.600.600
18762967	Creatinine	D003404	D03.383.129.308.207
18762967	Prostaglandins A	D011454	D10.251.355.255.100.637.100;D10.251.355.255.550.100;D23.469.050.175.725.740
18762967	Logistic Models	D016015	E05.318.740.500.525;E05.318.740.600.800.450;E05.318.740.750.450;E05.599.835.875;N05.715.360.750.530.480;N05.715.360.750.625.700.450;N05.715.360.750.695.470;N06.850.520.830.500.525;N06.850.520.830.600.800.450;N06.850.520.830.750.450
18762967	Linear Models	D016014	E05.318.740.500.500;E05.318.740.750.425;E05.599.835.750;N05.715.360.750.530.460;N05.715.360.750.695.460;N06.850.520.830.500.500;N06.850.520.830.750.425
18762967	Ships	D012767	J01.937.817
18762967	Holidays	D006693	I03.450.345
18762967	Glyoxylates	D006038	D02.241.152.367
18762967	mandelic acid	C037938	C0065636
18762967	Mandelic Acids	D008333	D02.241.223.475;D02.241.511.536
18762967	Occupational Exposure	D016273	N06.850.460.350.600
18762967	Hearing Loss	D034381	C09.218.458.341;C10.597.751.418.341;C23.888.592.763.393.341
18762967	Analysis of Variance	D000704	E05.318.740.150;N05.715.360.750.125;N06.850.520.830.150
18762967	Cohort Study	D015331	C0009247
15451035	Rats	D051381	C0034721
15451035	Animals	D000818	C0003062
15451035	Chlorpyrifos	D004390	D02.705.400.625.100;D02.705.539.345.100;D02.886.300.692.100
15451035	Zebrafish	D015027	B01.050.150.900.493.200.244.828
15451035	Cholinesterase Inhibitors	D002800	D27.505.519.389.275;D27.505.519.625.120.300;D27.505.696.577.120.300
15451035	Insecticides	D007306	D27.720.031.700.491;D27.720.723.491;D27.888.723.491
15451035	Larva	D007814	B05.500.500;G07.700.320.500.550.500.500
15451035	Swimming	D013550	G11.427.590.530.568.800;G11.427.590.530.698.277.875;I03.450.642.845.869
15451035	Dimethyl Sulfoxide	D004121	D02.886.640.150
15451035	Discrimination Learning	D004193	F02.463.425.280
15451035	Reaction Time	D011930	F02.830.650;F04.669.817;G11.561.677
15451035	Acclimatization	D000064	G07.700.062.133;G16.100.057.500.133
15451035	Water	D014867	D01.455.900;D01.650.550.925
15451035	Heating	D006361	N06.230.150.300
15451035	Learning	D007858	F02.463.425;F02.784.629.529
15451035	Fishes	D005399	B01.050.150.900.493
15451035	Incubator	D007185	E07.461
15451035	Chorion	D002823	A10.615.284.473;A16.254.750.473
15451035	Oceans and Seas	D009792	G01.311.625;G16.500.275.810.650;Z01.756
15451035	therapy	C0039798	
15451035	etiology	C0015127	
15451035	methods	C0025664	
17619857	Male	D008297	C0024554
17619857	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
17619857	Female	D005260	C0015780
17619857	Rats	D051381	C0034721
17619857	Mice	D051379	C0026809
17619857	Animals	D000818	C0003062
17619857	Rats, F344	D011916	B01.050.050.157.760.200;B01.050.050.199.520.760.200;B01.050.150.900.649.865.635.505.700.400.200
17619857	4-methylimidazole	C023439	C0048498
17619857	Rubber	D012408	D25.720.099.750;D25.720.327.840;J01.637.051.720.099.750;J01.637.051.720.327.840;J01.637.412.767
17619857	Incidence	D015994	E05.318.308.985.525.375;L01.280.975.525.375;N01.224.935.597.500;N06.850.505.400.975.525.375;N06.850.520.308.985.525.375
17619857	Tobacco	D014026	B01.650.940.800.575.100.905.900
17619857	Adenocarcinoma, Bronchiolo-Alveolar	D002282	C04.557.470.200.025.030
17619857	Control Groups	D035061	E05.318.780.074;E05.581.500.149
17619857	Dyes	D004396	D27.720.233;D27.720.470.330
17619857	Agricultural Chemicals	D016573	D27.720.031
17619857	Fermentation	D005285	G02.111.087.160.249;G02.149.115.160.249;G03.495.256.249
17619857	Rivers	D045483	G01.311.750;G16.500.275.280.650;N06.230.232.650
17619857	Seizures	D012640	C10.228.140.490.631;C10.597.742;C23.888.592.742
17619857	Hyperplasia	D006965	C23.550.444
17619857	Gait	D005684	E01.370.600.250;G11.427.590.530.389
17619857	2-methylimidazole	C032655	C0046384
17619857	Imidazoles	D007093	D03.383.129.308
17619857	1-methylimidazole	C018100	C0044472
17619857	Carcinogens	D002273	D27.888.569.100
17619857	Weights, Body	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
17619857	Diets	D004032	G07.610.240
17619857	Leukemia	D007938	C04.557.337
17619857	Adenoma	D000236	C04.557.470.035
17619857	Histiocytosis	D015614	C15.604.250
17619857	Lung Neoplasms	D008175	C04.588.894.797.520;C08.381.540;C08.785.520
17619857	Smoke	D012906	D20.633.937
17619857	Inflammation	D007249	C23.550.470
17619857	Male	D008297	C0024554
17619857	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
17619857	Female	D005260	C0015780
17619857	Rats	D051381	C0034721
17619857	Mice	D051379	C0026809
17619857	Animals	D000818	C0003062
17619857	Rats, F344	D011916	B01.050.050.157.760.200;B01.050.050.199.520.760.200;B01.050.150.900.649.865.635.505.700.400.200
17619857	4-methylimidazole	C023439	C0048498
17619857	Rubber	D012408	D25.720.099.750;D25.720.327.840;J01.637.051.720.099.750;J01.637.051.720.327.840;J01.637.412.767
17619857	Incidence	D015994	E05.318.308.985.525.375;L01.280.975.525.375;N01.224.935.597.500;N06.850.505.400.975.525.375;N06.850.520.308.985.525.375
17619857	Tobacco	D014026	B01.650.940.800.575.100.905.900
17619857	Adenocarcinoma, Bronchiolo-Alveolar	D002282	C04.557.470.200.025.030
17619857	Control Groups	D035061	E05.318.780.074;E05.581.500.149
17619857	Dyes	D004396	D27.720.233;D27.720.470.330
17619857	Agricultural Chemicals	D016573	D27.720.031
17619857	Fermentation	D005285	G02.111.087.160.249;G02.149.115.160.249;G03.495.256.249
17619857	Rivers	D045483	G01.311.750;G16.500.275.280.650;N06.230.232.650
17619857	Seizures	D012640	C10.228.140.490.631;C10.597.742;C23.888.592.742
17619857	Hyperplasia	D006965	C23.550.444
17619857	Gait	D005684	E01.370.600.250;G11.427.590.530.389
17619857	2-methylimidazole	C032655	C0046384
17619857	Imidazoles	D007093	D03.383.129.308
17619857	1-methylimidazole	C018100	C0044472
17619857	Carcinogens	D002273	D27.888.569.100
17619857	Weights, Body	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
17619857	Diets	D004032	G07.610.240
17619857	Leukemia	D007938	C04.557.337
17619857	Adenoma	D000236	C04.557.470.035
17619857	Histiocytosis	D015614	C15.604.250
17619857	Lung Neoplasms	D008175	C04.588.894.797.520;C08.381.540;C08.785.520
17619857	Smoke	D012906	D20.633.937
17619857	Inflammation	D007249	C23.550.470
12453664	Animals	D000818	C0003062
12453664	Rats	D051381	C0034721
12453664	Adolescent	D000293	C0205653
12453664	Mecamylamine	D008464	D02.455.849.575.781.500
12453664	Nicotinic Antagonists	D018733	D27.505.519.625.120.200.700;D27.505.696.577.120.200.700
12453664	O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate	C009618	C0069208
12453664	Chlorpyrifos	D004390	D02.705.400.625.100;D02.705.539.345.100;D02.886.300.692.100
12453664	Dimethylphenylpiperazinium Iodide	D004246	D03.383.606.390
12453664	Acetylcholine	D000109	D02.092.211.111
12453664	Autoreceptors	D017660	D12.776.543.750.050;D12.776.543.750.720.670.100
12453664	Nicotine	D009538	D03.132.760.570;D03.383.725.518
12453664	Cholinesterase Inhibitors	D002800	D27.505.519.389.275;D27.505.519.625.120.300;D27.505.696.577.120.300
12453664	Nicotinic Agonists	D018722	D27.505.519.625.120.140.700;D27.505.696.577.120.140.700
12453664	Nicotinic Receptor	D011978	D12.776.157.530.400.400.100.500;D12.776.543.550.425.500.100.500;D12.776.543.585.400.500.100.500;D12.776.543.750.051.687;D12.776.543.750.720.360.550
12453664	Muscarinic Antagonists	D018727	D27.505.519.625.120.200.500;D27.505.696.577.120.200.500
12453664	Insecticides	D007306	D27.720.031.700.491;D27.720.723.491;D27.888.723.491
12453664	Atropine	D001285	D02.145.074.722.229.199;D03.132.760.180.572.199;D03.132.889.180.648.199;D03.605.869.229.199;D04.075.080.875.099.722.229.199
12453664	Potassium	D011188	D01.268.549.550;D01.552.528.652
12453664	Synaptosomes	D013574	A11.284.835.859
12453664	Choline	D002794	D02.033.100.291.211;D02.092.063.291.211;D02.092.877.883.333;D02.675.276.232
12453664	Buffers	D002021	D27.720.470.280
12453664	Scintillation Counting	D012588	E05.799.700
12453664	Area Under Curve	D019540	E05.318.740.200;G03.787.101;G07.690.725.064;N06.850.520.830.200
12453664	Synapses	D013569	A08.850;A11.284.149.165.420.780
12453664	Aging	D000375	G07.700.320.124
12453664	Brain	D001921	A08.186.211
8480328	Female	D005260	C0015780
8480328	Rats	D051381	C0034721
8480328	Animals	D000818	C0003062
8480328	Hexachlorobenzene	D006581	D02.455.426.559.389.261.400;D02.455.526.439.202.400
8480328	Troleandomycin	D014217	D02.540.505.600.800
8480328	pentachlorobenzene	C003060	C0070266
8480328	Rats, Wistar	D017208	B01.050.150.900.649.865.635.505.700.900
8480328	Pentachlorophenol	D010416	D02.455.426.559.389.657.190.633
8480328	Polychlorinated Biphenyls	D011078	D02.455.426.559.389.185.698;D02.455.526.439.773
8480328	Porphyrins	D011166	D03.383.129.578.840.500;D03.549.909.500;D04.345.783.500;D23.767.727
8480328	Thyroxine Transport Protein	D013975	D12.776.124.885;D12.776.157.785;D12.776.395.832
8480328	Attention	D001288	F02.830.104.214
8480328	Porphyria	D011164	C16.320.565.708;C17.800.849.617;C18.452.648.708;C18.452.811;C18.452.880.617
8480328	Chlorobenzenes	D002722	D02.455.426.559.389.261;D02.455.526.439.202
8480328	Biotransformation	D001711	G03.495.244;G07.690.812.097;G07.700.680.097
8480328	Hydroxylation	D006900	G02.111.087.512;G02.149.115.512;G02.149.465.410;G02.607.750.410;G03.495.510
8480328	Cytochrome	D003580	D08.244;D12.776.422.220
8480328	Thyroid Hormones	D013963	D06.472.931
8480328	Retinoids	D012176	D02.455.326.271.665.202.495;D02.455.426.392.368.367.379.249.700;D02.455.849.131.495;D23.767.261.700
8480328	Diets	D004032	G07.610.240
8480328	Homeostasis	D006706	G07.700.345
8480328	Parent	D010290	F01.829.263.500.320;I01.880.225.500.340;M01.620
8480328	Heme	D006418	D03.383.129.578.840.500.640.587;D03.549.909.500.640.587;D04.345.783.500.640.587;D23.767.727.640.587
14689312	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
14689312	Female	D005260	C0015780
14689312	Animals	D000818	B01.050
14689312	Dental Amalgam	D003723	D25.339.208.291;J01.637.051.339.208.291
14689312	Mercury	D008628	D01.268.556.504;D01.268.956.437;D01.552.544.504
14689312	Amniotic Fluid	D000653	A12.098;A16.378.149
14689312	Linear Models	D016014	E05.318.740.500.500;E05.318.740.750.425;E05.599.835.750;N05.715.360.750.530.460;N05.715.360.750.695.460;N06.850.520.830.500.500;N06.850.520.830.750.425
14689312	Logistic Models	D016015	E05.318.740.500.525;E05.318.740.600.800.450;E05.318.740.750.450;E05.599.835.875;N05.715.360.750.530.480;N05.715.360.750.625.700.450;N05.715.360.750.695.470;N06.850.520.830.500.525;N06.850.520.830.600.800.450;N06.850.520.830.750.450
14689312	Limit of Detection	D057230	E05.318.740.872.374;N05.715.360.750.725.500;N06.850.520.830.872.500
14689312	Confidence Intervals	D016001	E05.318.740.275;N05.715.360.750.220;N06.850.520.830.275
14689312	Smoking	D012907	F01.145.466.349.750;F01.145.928.500
14689312	Principal Component Analysis	D025341	E05.318.740.562
14689312	Prospective Studies	D011446	E05.318.760.500.750.500.650;N05.715.360.775.175.250.630;N06.850.520.450.500.750.650
14689312	Cold Temperature	D003080	G01.906.595.272;G16.500.275.063.725.710.300;G16.500.750.775.710.300;N06.230.300.100.725.154;N06.230.300.100.725.710.300
14689312	dimethyl mercury	C073972	C0166979
14689312	Methylmercury Compounds	D008767	D02.691.750.100.738
14689312	Fishes	D005399	B01.050.150.900.493
14689312	Dentist	D003815	M01.526.485.330;N02.360.330
14689312	Analysis of Variance	D000704	E05.318.740.150;N05.715.360.750.125;N06.850.520.830.150
14689312	Liver	D008099	A03.620
14689312	Running	D012420	G11.427.590.530.568.610;G11.427.590.530.698.277.750;I03.450.642.845.610
14689312	instrumentation	C0021632	
14689312	therapy	C0039798	
9688458	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
9688458	Rats	D051381	C0034721
9688458	Animals	D000818	C0003062
9688458	octanoic acid	C031492	C0054616
9688458	2-bromooctanoic acid	C019279	C3489535
9688458	suberic acid	C005738	C0075367
9688458	perfluorooctanoic acid	C023036	C0070403
9688458	Caprylates	D002210	D02.241.081.222;D10.251.122
9688458	Acyl-CoA Oxidase	D042962	D08.811.682.660.150.200;D12.776.331.149
9688458	PPAR alpha	D047493	D12.776.260.698.239.500;D12.776.826.239.500;D12.776.930.669.239.500
9688458	ciprofibrate	C019304	C0055775
9688458	Carnitine O-Palmitoyltransferase	D002334	D08.811.913.050.350.200
9688458	Cycloheximide	D003513	D03.383.621.808.240
9688458	Laurates	D007848	D10.251.500.410
9688458	1,2-diamino-1,2-N,N'-carbonyl-1,2-dideoxyglucose hydrate	C053067	C0088006
9688458	Fatty Acids	D005227	D10.251
9688458	Peroxisomes	D020675	A11.284.430.214.190.500.585.600;A11.284.430.214.190.875.190.190.755.600
9688458	Oleic Acid	D019301	D10.251.355.325.600.525
9688458	Linoleic Acids	D008041	D10.251.355.310.515;D10.251.355.343.500
9688458	Transcriptional Activation	D015533	G05.355.315.800
9688458	Fluorocarbons	D005466	D02.455.526.510.435
9688458	Fibric Acids	D058607	D02.241.081.114.968.500;D02.355.726.305;D02.455.426.559.389.657.654.305
9688458	Aminoglycosides	D000617	D09.408.051
9688458	peroxisomal acyl-CoA oxidase	C107176	C0541394
9688458	Dicarboxylic Acids	D003998	D02.241.081.337
9688458	Oxidoreductases	D010088	D08.811.682
9688458	Liver	D008099	A03.620
9688458	Hepatocytes	D022781	A11.436.348
9688458	Mixed Function Oxygenases	D006899	D08.811.682.690.708
9688458	genetics	C0017399	
22008236	Rats	D051381	C0034721
22008236	Animals	D000818	C0003062
22008236	Mineralocorticoid Receptor Antagonists	D000451	D06.347.700;D27.505.696.399.450.600;D27.505.696.560.500.726.249
22008236	eplerenone	C414690	C0961485
22008236	Rats, Zucker	D011924	B01.050.150.900.649.865.635.505.700.550.700
22008236	Blood Pressure	D001794	E01.370.600.875.249;G09.330.380.076
22008236	Elastin	D004549	D05.750.078.421;D12.776.860.300.350
22008236	Aldosterone	D000450	D04.808.745.745.654.062;D06.472.040.585.353.118
22008236	Hydralazine	D006830	D03.383.710.605.500
22008236	Vascular Stiffness	D059289	G09.330.940
22008236	Spironolactone	D013148	D02.540.679;D04.808.745.745.855
22008236	Sodium Chloride, Dietary	D017673	D01.857.650.705;D01.857.700.705
22008236	Mesenteric Arteries	D008638	A07.231.114.565
22008236	Diabetes Mellitus, Type 2	D003924	C18.452.394.750.149;C19.246.300
22008236	Collagen	D003094	D05.750.078.280;D12.776.860.300.250
22008236	Hypertrophy	D006984	C23.300.775
22008236	Human Rights	D006806	I01.880.604.473;N03.706.437
22008236	Diet	D004032	G07.610.240
22008236	blood supply	C0005839	
8600288	Male	D008297	C0024554
8600288	Rats	D051381	C0034721
8600288	Animals	D000818	C0003062
8600288	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
8600288	Tetrachloroethylene	D013750	D02.455.526.439.880
8600288	Reinforcement Schedule	D012055	F02.463.425.770.644
8600288	Solvents	D012997	D27.720.844
8600288	Milk	D008892	A12.200.455;J02.200.700;J02.500.350.525
8600288	Brain	D001921	A08.186.211
8600288	Central Nervous System	D002490	A08.186
8600288	Reward	D012201	F02.463.425.770.836
8600288	Administration, Oral	D000284	E02.319.267.100
8600288	Occupational Exposure	D016273	N06.850.460.350.600
